row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
404,f201803d,51,11/1/2021,4/1/2024,1/1/2023,2,6,17,26,0,0,9,20,0,0,11,11,35,3231410,727059,33,175
405,cf65cb6d,49,9/1/2020,6/1/2023,1/1/2023,0,0,7,8,3,6,3,13,5,8,6,19,9,561564,82980,0,27
406,acdb0c76,42,10/1/2022,10/1/2023,1/1/2023,0,2,9,14,3,6,5,15,4,7,5,16,21,1978347,356892,32,63
407,ea128aeb,42,7/1/2021,2/1/2023,1/1/2023,0,0,11,15,3,0,9,14,5,2,11,18,20,854120,101278,36,100
408,3c08603a,45,2/1/2021,2/1/2023,1/1/2023,0,2,18,23,3,4,3,15,3,5,8,16,25,195825,30452,32,175
409,a635b43b,57,3/1/2020,6/1/2023,1/1/2023,2,3,5,12,0,0,4,9,0,0,4,4,18,1159902,139726,4,90
410,4eff9854,50,11/1/2021,4/1/2023,1/1/2023,3,2,9,15,1,5,5,14,1,8,11,20,20,1762920,409604,60,100
411,3fa56b2f,49,2/1/2020,3/1/2023,1/1/2023,3,6,9,19,3,0,9,13,3,2,14,19,0,0,164831,19,162
412,a9483c0c,49,12/1/2020,1/1/2022,1/1/2023,3,5,1,13,4,0,2,12,6,1,8,15,0,0,218932,30,160
413,95ab0bc5,51,5/1/2022,4/1/2023,1/1/2023,2,2,10,19,1,5,3,18,2,9,7,18,26,625222,63367,18,182
414,39b8984c,37,3/1/2022,8/1/2023,1/1/2023,1,0,4,7,0,4,2,7,0,5,5,10,12,1004808,129182,0,36
415,ca47ecd8,25,5/1/2022,1/1/2023,1/1/2023,2,0,4,8,0,4,2,7,1,8,7,16,16,1067440,306450,32,144
416,ffca3177,52,7/1/2021,5/1/2022,1/1/2023,3,0,8,12,3,2,9,15,5,4,11,20,20,350080,94789,40,100
417,d28046bc,44,12/1/2022,1/1/2023,1/1/2023,2,0,12,16,0,4,6,12,2,4,6,12,25,580375,169563,48,200
418,73fc3821,58,8/1/2021,12/1/2023,1/1/2023,0,0,5,8,1,6,8,16,1,10,8,19,17,1204416,264814,38,68
419,b95013f1,32,5/1/2019,9/1/2023,1/1/2023,3,5,13,22,4,6,9,21,6,10,15,31,24,1136760,226872,62,72
420,0aaac9a7,57,7/1/2022,8/1/2022,1/1/2023,3,2,5,11,0,2,5,10,0,6,9,15,13,836745,86520,0,65
421,11b6f9e5,45,5/1/2019,2/1/2023,1/1/2023,1,5,8,17,0,4,5,13,1,8,6,15,18,354582,80875,30,90
422,f09df16e,54,12/1/2022,2/1/2024,1/1/2023,0,4,3,12,1,3,1,11,1,5,1,7,19,1064342,168998,0,76
423,12e43255,46,3/1/2020,8/1/2022,1/1/2023,0,6,17,28,4,4,8,26,4,4,10,18,31,2089059,376473,54,62
424,be721f54,29,2/1/2020,8/1/2022,1/1/2023,2,5,15,23,1,5,2,13,2,5,8,15,24,2372616,392174,0,120
425,f53a20ef,27,8/1/2022,7/1/2023,1/1/2023,1,5,4,14,2,0,4,10,3,2,5,10,20,1549240,403596,10,80
426,c2d274aa,54,7/1/2019,5/1/2023,1/1/2023,3,2,4,14,3,5,9,18,5,8,15,28,16,107584,30851,0,96
427,59f16623,54,3/1/2021,5/1/2023,1/1/2023,1,1,19,26,0,4,5,19,2,6,9,17,28,900004,214835,17,84
428,599c361f,28,11/1/2021,12/1/2022,1/1/2023,0,5,15,21,0,4,1,12,2,4,2,8,23,903164,207972,8,46
429,890e8652,40,1/1/2020,4/1/2022,1/1/2023,1,5,1,11,2,0,2,6,2,2,2,6,18,871632,198286,6,108
430,6ffd67f0,34,1/1/2021,10/1/2023,1/1/2023,1,2,7,14,0,4,0,13,2,8,0,10,15,85140,25249,20,105
431,bc913ebe,39,5/1/2022,4/1/2024,1/1/2023,3,1,5,13,1,5,7,14,2,9,9,20,22,671858,77067,40,44
432,b1730def,48,11/1/2019,6/1/2022,1/1/2023,3,2,18,26,2,3,3,25,2,5,3,10,0,0,90289,40,210
433,3af761d0,45,12/1/2020,2/1/2023,1/1/2023,1,3,8,13,4,5,3,13,5,6,4,15,20,768240,139930,45,0
434,74c002f8,38,4/1/2020,5/1/2023,1/1/2023,2,4,1,11,4,5,2,12,4,8,3,15,13,1173016,312875,60,65
435,0b1be2b8,49,11/1/2021,11/1/2023,1/1/2023,1,6,15,25,4,2,9,17,5,5,14,24,0,0,413143,48,58
436,2b84dfe0,57,12/1/2019,6/1/2023,1/1/2023,3,5,16,29,4,0,2,10,5,0,5,10,33,575520,157887,10,297
437,68c5d5c4,48,4/1/2021,6/1/2023,1/1/2023,2,0,2,8,0,5,0,6,0,8,2,10,11,459646,68200,0,99
438,5fe00842,40,11/1/2019,1/1/2022,1/1/2023,0,1,15,18,4,1,9,15,6,2,13,21,21,1909761,321633,63,0
439,6717a1a3,20,2/1/2021,2/1/2023,1/1/2023,3,1,13,21,4,1,5,16,5,4,5,14,24,2033664,582637,28,48
440,11ddf2a7,55,5/1/2021,1/1/2022,1/1/2023,2,5,4,16,4,3,0,10,5,3,5,13,0,0,77553,52,144
441,9256cb6d,54,12/1/2020,2/1/2024,1/1/2023,3,1,11,17,1,5,0,9,2,5,0,7,24,1393848,315629,0,48
442,bc3a6272,26,6/1/2021,3/1/2022,1/1/2023,3,4,4,13,3,2,1,7,4,3,2,9,22,977614,265749,18,198
443,ee14f4a6,46,5/1/2019,1/1/2024,1/1/2023,3,4,2,12,4,2,6,13,4,5,9,18,16,773088,125772,54,80
444,3299ea4c,51,11/1/2022,1/1/2024,1/1/2023,2,4,10,20,4,3,1,13,6,6,7,19,25,2468525,487919,57,25
445,44b3f07a,23,12/1/2021,1/1/2022,1/1/2023,1,1,8,15,3,1,5,11,3,1,7,11,20,778960,114413,22,20
446,5a4c13f1,41,8/1/2022,7/1/2023,1/1/2023,3,3,4,14,0,2,0,10,2,3,1,6,18,1171440,211052,18,54
447,8f18449c,34,11/1/2020,1/1/2024,1/1/2023,0,0,13,14,2,1,4,9,4,3,4,11,19,1638883,360108,44,95
448,e9a97fdc,36,9/1/2021,5/1/2023,1/1/2023,3,1,10,15,1,6,7,15,3,8,9,20,22,1949706,527782,80,110
449,026ffb43,40,5/1/2020,4/1/2023,1/1/2023,3,3,4,14,3,2,8,14,4,6,12,22,17,490841,103025,66,68
450,470d81d4,35,12/1/2022,2/1/2023,1/1/2023,0,6,2,10,4,1,5,11,5,4,6,15,16,622448,177106,30,128
451,6e725ba0,54,11/1/2019,8/1/2023,1/1/2023,3,0,10,18,4,0,2,8,6,0,8,14,0,0,89364,42,216
452,89cb3dd5,23,5/1/2021,6/1/2023,1/1/2023,2,4,7,15,2,1,3,8,3,1,6,10,22,1804330,358659,20,110
453,6321a9ef,49,1/1/2021,8/1/2023,1/1/2023,1,6,6,15,0,5,4,13,1,5,5,11,22,1966844,248611,44,44
454,e8401018,28,10/1/2021,10/1/2023,1/1/2023,0,0,2,3,0,2,4,7,1,4,10,15,12,682032,110572,0,36
455,54240662,57,12/1/2019,4/1/2023,1/1/2023,3,0,4,10,0,4,8,13,2,7,10,19,18,261666,30268,76,18
456,b6e384ce,27,11/1/2020,7/1/2022,1/1/2023,1,1,6,12,0,2,2,9,1,3,3,7,0,0,124970,28,0
457,fffb525d,32,3/1/2020,11/1/2023,1/1/2023,1,2,10,17,4,6,7,18,5,6,8,19,20,1291080,140846,57,140
458,37b41a6c,59,8/1/2020,6/1/2023,1/1/2023,1,0,2,5,1,4,2,8,2,6,4,12,0,0,154285,12,72
459,a9629fa4,27,4/1/2022,2/1/2023,1/1/2023,0,6,1,8,4,1,5,11,5,2,9,16,15,994320,274332,0,60
460,f9450be9,31,12/1/2021,3/1/2024,1/1/2023,1,4,11,19,2,4,4,11,4,7,8,19,28,452788,78138,38,168
461,400e8f57,43,5/1/2019,8/1/2022,1/1/2023,1,1,6,9,3,1,7,12,3,3,13,19,12,819072,150710,19,36
462,51b5ab9b,24,6/1/2021,8/1/2023,1/1/2023,1,1,18,24,4,0,6,21,5,2,6,13,27,2643300,455351,52,108
463,7f45d13e,53,10/1/2022,4/1/2024,1/1/2023,2,5,16,28,0,1,8,12,1,4,9,14,30,2397030,243776,14,90
464,084c02de,47,8/1/2020,2/1/2023,1/1/2023,3,2,9,15,3,5,3,12,3,5,8,16,23,117921,20820,0,138
465,d1498ea3,40,11/1/2020,8/1/2022,1/1/2023,0,3,14,21,3,1,0,5,4,2,2,8,25,1062075,134416,24,150
466,9d27a440,29,7/1/2021,7/1/2022,1/1/2023,1,1,8,15,3,3,7,14,5,5,12,22,23,309373,70323,0,161
467,3fae68fe,36,3/1/2021,5/1/2022,1/1/2023,3,6,9,20,0,6,5,15,0,7,9,16,27,1659744,293368,64,0
468,54ca74d2,51,3/1/2021,3/1/2023,1/1/2023,2,4,5,13,1,3,8,13,3,3,13,19,20,1304740,341101,57,160
469,071c1880,48,11/1/2019,2/1/2024,1/1/2023,2,5,16,26,3,5,2,25,5,9,8,22,0,0,34090,0,60
470,1ec9c089,55,6/1/2021,6/1/2022,1/1/2023,0,0,2,6,3,5,5,14,3,9,6,18,13,1046903,212504,18,52
471,242ff816,59,11/1/2022,10/1/2023,1/1/2023,0,6,10,19,1,3,8,14,2,4,13,19,27,1720062,287887,19,135
472,1630a967,45,11/1/2020,1/1/2022,1/1/2023,3,6,12,25,1,1,4,19,2,5,8,15,27,1837701,427865,30,0
473,17b72bab,54,5/1/2019,6/1/2023,1/1/2023,1,1,0,3,0,0,4,5,2,4,7,13,6,365604,40503,39,12
474,01a4ff82,52,8/1/2021,8/1/2023,1/1/2023,1,6,8,19,1,1,7,14,3,5,11,19,25,1901150,424278,0,0
475,eed4e1bc,21,2/1/2021,3/1/2024,1/1/2023,2,6,20,29,1,2,4,25,1,5,6,12,34,724744,179683,12,0
476,cc2832ba,38,9/1/2019,4/1/2024,1/1/2023,1,6,14,22,0,6,9,16,1,8,11,20,29,1590476,177057,60,116
477,1d08e7c3,28,9/1/2019,6/1/2022,1/1/2023,3,3,12,22,4,2,9,17,5,6,15,26,0,0,351235,104,0
478,39f484d0,20,10/1/2022,11/1/2023,1/1/2023,2,5,11,19,1,3,8,17,3,6,11,20,24,1096824,260685,0,96
479,65ca2c59,28,5/1/2019,5/1/2022,1/1/2023,0,4,15,20,3,6,8,18,5,6,9,20,21,141645,39437,40,84
480,a14ecd6f,60,11/1/2021,6/1/2023,1/1/2023,0,2,18,25,2,0,2,15,3,1,4,8,33,2048277,411740,24,198
481,ad927b09,45,5/1/2019,5/1/2023,1/1/2023,0,3,3,11,1,6,0,8,3,7,0,10,13,286819,29325,40,78
482,18f0e6f8,54,5/1/2019,11/1/2023,1/1/2023,3,6,3,15,2,2,1,13,3,3,7,13,22,179058,50914,26,176
483,e6571109,44,11/1/2022,4/1/2024,1/1/2023,0,4,15,24,4,4,8,18,4,4,9,17,25,797050,131141,17,75
484,1b77fbd0,37,11/1/2020,10/1/2022,1/1/2023,2,4,15,26,3,4,4,20,4,8,9,21,27,1783836,475965,42,243
485,6aae1684,32,11/1/2019,8/1/2022,1/1/2023,2,3,2,10,1,5,0,7,3,6,2,11,17,1498227,201874,0,68
486,328cab7d,27,11/1/2019,6/1/2023,1/1/2023,2,1,16,24,4,2,0,20,4,4,2,10,25,649275,131571,20,0
487,8f4643ab,28,12/1/2021,11/1/2022,1/1/2023,1,0,3,9,1,4,0,6,3,5,2,10,17,355079,40322,0,0
488,1e05b8c4,50,3/1/2020,2/1/2023,1/1/2023,3,1,11,16,0,4,7,14,1,6,8,15,0,0,321112,60,0
489,461a76aa,39,9/1/2019,6/1/2023,1/1/2023,2,0,7,13,1,3,0,5,2,4,2,8,20,354960,84583,32,120
490,6f2f687a,20,11/1/2021,11/1/2023,1/1/2023,1,6,12,20,4,3,2,13,6,5,8,19,23,1794690,442856,0,0
491,6832d07e,25,7/1/2019,2/1/2024,1/1/2023,0,6,12,22,3,1,1,7,4,2,6,12,28,748692,147877,36,168
492,f96847e4,39,4/1/2020,1/1/2024,1/1/2023,3,5,7,19,1,3,1,11,3,7,2,12,27,2358990,256575,0,162
493,885be06c,21,4/1/2021,1/1/2024,1/1/2023,0,0,6,7,4,4,8,17,4,7,11,22,9,119403,24438,0,18
494,dcc03438,52,6/1/2021,4/1/2022,1/1/2023,1,4,11,20,3,3,9,18,4,5,10,19,26,2235974,291404,57,0
495,a09aba1d,50,4/1/2021,10/1/2023,1/1/2023,1,2,11,17,3,6,4,15,4,9,9,22,24,705480,177009,0,0
496,6c9d3c40,40,6/1/2020,3/1/2022,1/1/2023,2,5,17,28,2,3,0,19,3,7,5,15,35,2674385,580705,15,0
497,bcb430e3,25,2/1/2022,7/1/2022,1/1/2023,0,1,5,9,1,2,1,5,1,4,2,7,12,1079052,196989,28,48
498,f4315468,33,9/1/2021,6/1/2022,1/1/2023,1,1,20,26,0,0,4,14,1,3,9,13,28,2330300,393751,26,56
499,1f5135c3,55,3/1/2022,2/1/2023,1/1/2023,2,5,3,12,1,6,5,13,3,7,10,20,21,433839,106533,60,84
500,5da2a068,31,8/1/2020,1/1/2024,1/1/2023,3,4,12,22,3,3,3,13,3,7,8,18,25,2211675,233247,72,225
501,2ddf7f26,44,8/1/2022,2/1/2024,1/1/2023,3,0,14,20,3,0,6,17,3,0,6,9,24,127200,20117,36,96
502,e6ecff55,37,2/1/2021,2/1/2024,1/1/2023,1,0,18,22,1,3,6,11,2,3,8,13,26,2327156,522576,13,182
503,55e876fa,54,9/1/2019,4/1/2024,1/1/2023,2,1,6,14,3,6,0,12,5,8,4,17,19,1658605,446773,68,76
504,a35c7842,21,12/1/2022,11/1/2023,1/1/2023,3,2,10,17,3,1,2,8,3,2,6,11,18,1222578,260235,0,108
505,70a5dc07,55,12/1/2020,10/1/2022,1/1/2023,3,2,2,10,1,2,6,10,2,5,12,19,12,316356,59469,76,108
506,9e6b324e,23,3/1/2022,5/1/2023,1/1/2023,1,1,0,7,0,2,0,6,2,4,2,8,16,1065552,215749,0,16
507,56df72a9,43,4/1/2022,9/1/2023,1/1/2023,1,5,15,24,3,5,0,15,4,7,3,14,26,2420574,448881,56,208
508,bdf1f1ff,43,11/1/2020,3/1/2024,1/1/2023,2,3,17,23,1,6,1,10,3,10,5,18,28,903280,260574,18,56
509,00d5bda3,48,8/1/2019,3/1/2023,1/1/2023,1,5,10,17,0,5,0,13,0,5,1,6,19,1677776,490300,24,19
510,2296c882,52,11/1/2020,10/1/2022,1/1/2023,1,3,3,12,3,1,3,8,3,1,5,9,15,22815,4069,0,75
511,5e628af1,54,5/1/2022,12/1/2023,1/1/2023,0,5,15,22,3,4,9,19,4,5,11,20,25,2066500,330727,0,50
512,92647c39,27,6/1/2021,4/1/2024,1/1/2023,3,0,16,22,2,0,8,21,3,2,9,14,0,0,63698,14,145
513,c37c0096,51,7/1/2022,1/1/2024,1/1/2023,2,1,20,24,4,3,5,16,4,4,8,16,29,2898492,417296,0,232
514,ea8670e7,55,8/1/2021,1/1/2024,1/1/2023,2,0,9,13,4,0,5,10,6,2,7,15,14,337792,75027,45,14
515,35998753,33,10/1/2019,9/1/2022,1/1/2023,3,5,11,21,4,2,8,18,5,2,11,18,26,959972,238413,54,26
516,5e060b04,32,5/1/2022,8/1/2023,1/1/2023,0,4,2,7,2,6,8,17,2,9,8,19,11,909667,117416,57,44
517,53826690,52,5/1/2019,1/1/2022,1/1/2023,0,2,19,24,3,4,3,16,4,5,5,14,32,1481632,302069,56,288
518,34ffbdb5,29,11/1/2019,6/1/2022,1/1/2023,0,6,14,22,4,5,4,21,6,8,6,20,29,2415033,279112,80,174
519,df6c6fee,47,10/1/2019,7/1/2023,1/1/2023,0,2,11,17,0,3,8,14,2,4,13,19,0,0,97077,0,161
520,264728f9,44,6/1/2020,11/1/2023,1/1/2023,0,6,10,19,4,5,4,15,4,8,10,22,21,233100,55719,0,42
521,e73014ba,42,11/1/2021,1/1/2022,1/1/2023,2,1,13,20,1,6,0,10,2,10,4,16,29,2186542,458405,0,261
522,1b99b648,29,8/1/2019,1/1/2022,1/1/2023,3,2,10,20,0,5,2,19,1,9,6,16,28,1245132,145774,32,252
523,9901c7de,52,9/1/2021,1/1/2023,1/1/2023,1,4,20,26,2,0,2,21,3,1,2,6,34,2121158,534962,6,34
524,0a75b64a,34,2/1/2020,7/1/2023,1/1/2023,3,3,20,28,2,3,6,24,4,5,7,16,34,1154742,204152,32,0
525,d036ff5d,29,3/1/2020,8/1/2022,1/1/2023,0,3,14,19,1,6,0,8,1,9,2,12,25,100875,10428,12,75
526,4b50ba06,41,5/1/2021,7/1/2022,1/1/2023,3,4,16,25,1,1,2,14,2,4,7,13,31,1605273,404780,0,248
527,11edb733,60,1/1/2022,8/1/2022,1/1/2023,2,5,14,25,3,2,2,24,5,3,2,10,34,921842,260949,40,238
528,44c6464f,59,11/1/2019,1/1/2024,1/1/2023,1,1,13,17,2,6,2,11,2,7,6,15,26,1852500,490526,45,26
529,79ecb6b7,30,3/1/2022,10/1/2023,1/1/2023,1,1,9,13,1,0,0,8,2,3,5,10,20,379400,102799,0,140
530,379c10a1,30,5/1/2019,6/1/2023,1/1/2023,1,4,20,27,1,1,8,20,2,3,8,13,29,1077814,109153,52,116
531,52d3b4c8,45,9/1/2021,4/1/2023,1/1/2023,2,6,17,26,2,2,6,12,4,5,11,20,31,2547611,594394,60,279
532,0fc88310,53,12/1/2021,9/1/2022,1/1/2023,1,5,16,23,2,3,1,21,4,3,6,13,31,390104,102769,13,279
533,d855185c,48,7/1/2019,10/1/2023,1/1/2023,1,6,6,17,4,1,6,15,6,3,6,15,26,1201980,159195,15,78
534,961e6577,40,1/1/2021,10/1/2023,1/1/2023,0,4,11,19,0,2,3,6,2,6,8,16,0,0,295792,0,108
535,1eda1691,30,11/1/2021,8/1/2023,1/1/2023,2,3,10,20,1,5,4,14,2,9,10,21,21,710073,121252,42,168
536,d05744f2,47,7/1/2022,10/1/2023,1/1/2023,2,1,4,9,2,4,6,13,2,8,10,20,13,210561,27891,80,65
537,53f114f3,53,11/1/2021,4/1/2024,1/1/2023,3,1,19,28,4,2,0,16,6,2,3,11,36,873612,250894,11,36
538,32cc5ccc,48,5/1/2021,9/1/2023,1/1/2023,0,6,10,18,0,2,9,13,0,3,11,14,26,2076932,211491,28,182
539,90758512,39,12/1/2021,1/1/2023,1/1/2023,1,5,4,12,4,5,3,13,5,5,9,19,13,557947,154396,38,78
540,da6dbb08,50,11/1/2019,9/1/2023,1/1/2023,2,1,17,21,2,5,9,19,4,5,13,22,24,2345352,455027,22,48
541,9c2e3be7,45,7/1/2022,7/1/2023,1/1/2023,0,1,7,13,3,4,9,17,3,4,9,16,17,993650,262316,48,85
542,071a8882,50,5/1/2020,4/1/2023,1/1/2023,1,1,0,5,4,0,6,11,4,4,8,16,10,125450,23513,32,50
543,90ea32ad,49,11/1/2022,5/1/2023,1/1/2023,0,0,1,4,4,0,8,13,6,4,13,23,0,0,209386,92,0
544,c724fffa,37,6/1/2022,10/1/2022,1/1/2023,2,1,12,19,1,4,9,15,3,4,11,18,28,1698424,244794,72,252
545,23a5ee4a,50,10/1/2019,12/1/2022,1/1/2023,1,2,1,7,2,5,6,14,3,7,8,18,15,236040,54026,54,60
546,a6859260,41,4/1/2020,7/1/2023,1/1/2023,2,0,8,11,1,0,4,6,2,3,7,12,18,182304,47800,0,54
547,4aa5bb82,58,7/1/2020,10/1/2023,1/1/2023,2,1,0,6,2,3,9,15,2,7,11,20,15,475440,66492,20,30
548,13e6e2f9,27,11/1/2022,2/1/2024,1/1/2023,1,5,17,24,4,0,9,23,4,3,12,19,30,1529700,332801,76,150
549,f7312aa8,33,10/1/2019,3/1/2023,1/1/2023,1,3,6,13,4,4,9,18,6,4,15,25,16,1334464,341870,25,48
550,f26c7944,26,6/1/2020,9/1/2023,1/1/2023,0,3,3,8,3,4,8,16,5,8,8,21,10,421310,59211,0,30
551,833d1afb,56,3/1/2020,5/1/2022,1/1/2023,1,1,19,24,0,6,1,14,0,9,7,16,31,1627841,426081,32,155
552,c8377e37,32,6/1/2022,1/1/2023,1/1/2023,3,0,12,18,2,1,2,6,3,4,5,12,24,2190696,634022,0,96
553,cc266f37,22,4/1/2021,1/1/2022,1/1/2023,2,4,8,16,2,4,8,15,2,4,14,20,25,1038050,131028,0,175
554,3a296b6c,50,5/1/2020,12/1/2023,1/1/2023,2,6,15,25,3,3,3,11,4,6,7,17,33,334488,56314,17,198
555,1c95f015,46,5/1/2020,9/1/2022,1/1/2023,1,2,18,26,3,3,4,23,4,4,9,17,33,792264,85959,0,132
556,e728588a,48,7/1/2019,6/1/2023,1/1/2023,3,3,15,25,2,5,9,21,2,6,10,18,32,620320,114898,72,0
557,d2b2da59,36,12/1/2021,12/1/2023,1/1/2023,0,6,4,12,2,1,1,11,2,2,3,7,17,1465655,204236,21,34
558,2873d9d1,47,11/1/2019,4/1/2022,1/1/2023,2,2,8,16,1,4,5,14,3,4,7,14,18,749538,127528,56,36
559,057dd1b3,36,7/1/2022,8/1/2022,1/1/2023,2,4,0,11,2,3,9,15,4,5,12,21,12,1033716,257603,21,36
560,0e4770a7,21,3/1/2020,7/1/2022,1/1/2023,1,0,2,6,1,2,0,5,3,3,5,11,7,120155,23659,33,56
561,70835cbd,43,4/1/2022,9/1/2023,1/1/2023,0,6,1,10,3,2,3,9,3,6,7,16,16,764976,206306,32,128
562,aac1e99d,38,9/1/2020,4/1/2022,1/1/2023,3,1,9,15,0,0,2,3,0,3,8,11,17,1401157,230497,0,102
563,0d045ee9,37,4/1/2020,3/1/2022,1/1/2023,0,3,15,21,4,5,1,14,6,8,1,15,23,975177,239246,45,46
564,bd98e172,23,5/1/2021,2/1/2023,1/1/2023,3,3,18,28,3,1,4,11,3,2,9,14,32,282208,84407,0,96
565,56edaaf5,52,11/1/2022,9/1/2023,1/1/2023,0,6,12,21,4,0,6,20,4,2,9,15,23,1702805,362061,45,184
566,3c26fc5a,38,3/1/2020,5/1/2022,1/1/2023,3,6,7,21,1,2,6,16,1,2,10,13,24,889752,197310,26,48
567,7abe34d0,60,3/1/2020,1/1/2022,1/1/2023,3,2,5,11,3,3,7,14,3,6,11,20,0,0,24554,20,72
568,096ab135,60,7/1/2021,7/1/2022,1/1/2023,1,5,0,7,0,5,3,9,0,7,8,15,11,1075052,233918,0,66
569,b09baba0,56,5/1/2020,2/1/2024,1/1/2023,2,0,3,6,4,5,9,19,4,7,13,24,0,0,20173,96,0
570,3c7a8b50,21,5/1/2021,9/1/2023,1/1/2023,0,6,5,13,3,0,0,10,5,0,0,5,19,531487,146777,5,95
571,7a03b549,27,6/1/2020,2/1/2023,1/1/2023,2,5,1,13,4,4,2,12,6,4,7,17,15,729825,80979,34,0
572,e8c6770b,33,1/1/2022,5/1/2022,1/1/2023,1,6,16,26,4,4,6,21,5,8,7,20,32,1147488,129640,60,288
573,d181f3b3,52,8/1/2019,10/1/2023,1/1/2023,1,1,3,7,3,3,4,11,4,3,10,17,8,475360,117438,17,16
574,7b67b89d,32,4/1/2021,6/1/2023,1/1/2023,3,6,17,28,2,3,6,22,2,7,12,21,31,404240,68211,63,155
575,360ed942,29,6/1/2020,12/1/2023,1/1/2023,1,1,7,11,3,4,2,10,3,4,6,13,19,514596,60035,39,38
576,89a8cb39,42,6/1/2019,2/1/2024,1/1/2023,0,6,9,16,2,3,5,14,3,4,9,16,24,1150992,163637,48,120
577,11029f56,35,11/1/2019,10/1/2022,1/1/2023,2,1,6,11,3,5,2,11,4,8,3,15,20,1313940,137843,0,180
578,df2b837a,31,12/1/2021,2/1/2024,1/1/2023,0,6,15,22,3,0,9,17,3,1,12,16,23,1043878,244509,48,138
579,f20adb4a,45,12/1/2019,9/1/2023,1/1/2023,0,5,10,17,1,5,6,13,2,5,10,17,21,1460466,428579,68,189
580,8c867ff9,30,11/1/2021,10/1/2022,1/1/2023,3,4,4,16,2,6,8,17,4,8,13,25,21,1390662,332829,50,147
581,f37b16d4,40,10/1/2019,6/1/2023,1/1/2023,3,6,1,15,0,3,2,13,0,3,3,6,21,1232700,293679,18,126
582,d6d1f534,20,8/1/2019,5/1/2023,1/1/2023,0,4,16,21,1,6,2,11,1,6,7,14,27,502470,89443,14,135
583,b4a65fde,59,6/1/2020,9/1/2023,1/1/2023,1,1,18,24,3,0,0,8,3,3,1,7,31,2329061,239982,14,248
584,c698da4c,39,3/1/2022,10/1/2023,1/1/2023,2,0,1,8,2,0,5,8,3,2,11,16,14,618100,71180,0,0
585,cfbc51d8,22,3/1/2021,10/1/2023,1/1/2023,0,5,10,19,4,0,7,15,4,1,10,15,25,2470200,715919,15,75
586,4031618e,27,7/1/2020,6/1/2022,1/1/2023,0,6,19,30,3,2,8,18,5,2,8,15,32,2411136,612538,0,192
587,10dabaca,44,5/1/2021,10/1/2023,1/1/2023,0,0,9,12,2,4,0,7,2,4,6,12,20,574580,122873,24,0
588,026b60ee,57,8/1/2019,3/1/2022,1/1/2023,1,6,9,19,1,4,9,17,2,4,13,19,23,577990,111634,76,207
589,6d680538,44,10/1/2020,9/1/2023,1/1/2023,0,4,9,15,1,2,5,11,3,4,8,15,20,1659020,312518,60,160
590,3417b25d,23,4/1/2022,10/1/2023,1/1/2023,2,6,12,23,0,5,5,14,1,5,5,11,24,1629960,188819,22,168
591,3c53cbc1,47,2/1/2022,9/1/2022,1/1/2023,1,2,12,20,4,6,3,17,6,9,4,19,22,1548184,224189,19,154
592,cd20229a,57,7/1/2022,5/1/2023,1/1/2023,1,2,14,22,1,4,1,10,3,4,4,11,29,362065,50959,0,87
593,aeec664e,59,2/1/2020,11/1/2022,1/1/2023,3,5,11,23,0,6,6,19,1,6,9,16,32,2692864,383620,32,128
594,de83f6f4,26,7/1/2020,5/1/2023,1/1/2023,3,4,9,21,2,3,8,18,4,4,8,16,30,1938510,230429,32,120
595,f713bcd4,22,2/1/2022,8/1/2023,1/1/2023,2,1,5,11,1,6,0,10,3,9,6,18,15,270030,32364,72,105
596,3a5a4ac6,47,11/1/2019,4/1/2024,1/1/2023,0,3,16,20,1,3,3,11,2,5,9,16,26,456612,111698,48,78
597,c7f5a4a2,34,3/1/2020,3/1/2024,1/1/2023,3,6,17,29,0,1,6,8,2,5,6,13,32,2164320,514783,0,64
598,32831c50,21,9/1/2022,12/1/2022,1/1/2023,0,1,13,18,0,2,2,10,2,4,5,11,25,569325,141850,11,50
599,a1d1d855,38,3/1/2021,4/1/2022,1/1/2023,1,0,13,19,3,0,2,9,4,3,5,12,28,480732,49275,0,224
600,ef67e31b,22,6/1/2020,5/1/2022,1/1/2023,0,4,18,27,1,2,3,16,2,3,6,11,35,3467240,693940,44,245
601,b0142ea6,23,6/1/2020,9/1/2023,1/1/2023,3,2,18,26,4,0,2,18,6,4,4,14,30,472920,65632,0,270
602,3e8c2a01,47,7/1/2022,12/1/2023,1/1/2023,3,5,4,16,3,2,4,13,4,3,8,15,22,1847604,443453,60,154
603,4fe58569,45,9/1/2022,9/1/2023,1/1/2023,3,3,15,22,4,4,6,15,4,4,8,16,29,1990821,449001,32,116
604,f7136abb,44,9/1/2022,4/1/2023,1/1/2023,0,2,10,16,4,4,5,14,5,6,5,16,23,355925,72192,32,92
605,d39eadba,20,4/1/2021,9/1/2023,1/1/2023,0,0,5,7,2,0,4,7,3,1,10,14,11,509861,75272,28,77
